"eventVersion","userIdentity__type","userIdentity__principalId","userIdentity__arn","userIdentity__accountId","userIdentity__accessKeyId","userIdentity__userName","userIdentity__invokedBy","userIdentity__sessionContext__attributes__mfaAuthenticated","userIdentity__sessionContext__attributes__creationDate","eventTime","eventSource","eventName","awsRegion","sourceIPAddress","userAgent","requestParameters__X-Amz-Date","requestParameters__list-type","requestParameters__name","requestParameters__eventCategory","requestParameters__lookupAttributes__attributeKey","requestParameters__lookupAttributes__attributeValue","requestParameters__maxResults","requestParameters__encryptionContext__aws:lambda:FunctionArn","requestParameters__encryptionAlgorithm","requestParameters__includeShadowTrails","requestParameters__groupName","requestParameters__userName","requestParameters__policyArn","requestParameters__maxItems","requestParameters","responseElements__ConsoleLogin","additionalEventData__LoginTo","additionalEventData__MobileVersion","additionalEventData__MFAUsed","requestParameters__aggregateField","requestParameters__filter__eventStatusCodes__001","requestParameters__filter__eventStatusCodes__002","requestParameters__filter__startTimes__from","requestParameters__durationSeconds","responseElements__credentials__accessKeyId","responseElements__credentials__expiration","responseElements__credentials__sessionToken","requestParameters__bucket__-","errorCode","errorMessage","requestParameters__policyStatus__-","requestParameters__encryption__-","requestParameters__publicAccessBlock__-","requestParameters__host__-","requestParameters__policy__-","requestParameters__maxResults__-","requestParameters__bucketName","requestParameters__X-Amz-Algorithm","requestParameters__response-content-disposition","requestParameters__X-Amz-SignedHeaders","requestParameters__max-keys","requestParameters__fetch-owner","requestParameters__prefix","requestParameters__delimiter","requestParameters__Host","requestParameters__X-Amz-Expires","requestParameters__versions","requestParameters__acl","requestParameters__x-amz-acl","requestParameters__x-amz-server-side-encryption","requestParameters__key","responseElements__x-amz-server-side-encryption","requestParameters__bucketPolicy__Version","requestParameters__bucketPolicy__Statement__Sid","requestParameters__bucketPolicy__Statement__Effect","requestParameters__bucketPolicy__Statement__Principal__Service","requestParameters__bucketPolicy__Statement__Action","requestParameters__bucketPolicy__Statement__Resource","requestParameters__bucketPolicy__Statement__Condition__StringEquals__s3:x-amz-acl","requestParameters__versioning__-","requestParameters__acl__-","responseElements","additionalEventData__SignatureVersion","additionalEventData__CipherSuite","additionalEventData__bytesTransferredIn","additionalEventData__SSEApplied","additionalEventData__AuthenticationMethod","additionalEventData__x-amz-id-2","additionalEventData__bytesTransferredOut","additionalEventData__vpcEndpointId","requestID","eventID","readOnly","resources__accountId","resources__type","resources__ARNPrefix","resources__ARN","eventType","managementEvent","recipientAccountId","sharedEventID","vpcEndpointId","eventCategory"
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:39Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","1S9G7G8G7SFYAY6P","98d4d4d8-739a-4063-94ca-884247b6776b","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:39Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","200572F896F95432","8edfce78-30c8-4284-959d-87aa7f7cd0ee","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:34Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","AFD2443902D96957","1f8b5601-3f6b-41fe-9487-ebaa989db874","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","ListAccessPoints","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","cicd-workshop-us-east-1-383178746571","","","","","","383178746571.s3-control.us-east-1.amazonaws.com","","1","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","D2E3C08C5D318D7E","b3557018-53b2-42fb-a27c-ebe5345dc666","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","GetBucketAcl","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udacity-exercise1.s3.us-east-1.amazonaws.com","","","udacity-exercise1","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","584529E6FC02209F","cf5503cb-0836-453d-9c6b-bdcddd0cb8f7","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","99D374A6151B639A","bb341f40-3524-428b-9406-dc27ec17df30","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udacity-exercise1.s3.us-east-1.amazonaws.com","","","udacity-exercise1","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","0C904C187B141F63","2fd099ef-3be1-409f-9d89-37b1111d5b98","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","","ctr1","AWS Internal","","","2020-07-15T20:29:16Z","sts.amazonaws.com","GetSessionToken","us-east-1","AWS Internal","AWS Internal","","","","","","","","","","","","","","","","","","","","","","","","43200","ASIAVSNZ3VLF2JAL3NLF","Jul 16, 2020 8:29:16 AM","IQoJb3JpZ2luX2VjEAUaCXVzLWVhc3QtMSJHMEUCIGlaXmlUxTPTKy8eDwqBZMkpBnxyn6IayLi4f2YTU+oUAiEAnho+l70OQcdqyQd1rwmCArWNkV2MMHEXBdfMKfunVVIqmgEIrv//////////ARAAGgwzODMxNzg3NDY1NzEiDLeURkB90HSsP9s4iSpv1rG/MEhXzGO1SYjHweSf6dLy15nGtpTne9gJ9T8Y+ZDo5EV4PwNXIX+AqX8ydxcf1hw25247YVM1QZ6nuDbidsILXGi35oqlFmximK8TAebZZG2C9pBHiPmlqeuS9KRih/sZWIS0SSELdwGgWHkQMJzOvfgFOt4Bc1cJ9YhX5+DwjuX5lFBNQEH/EDpVEFdAK/FrLW4jhx1718OzzLOUfEYQQusKtLcQu18PyibvJRtiNiyCiSCmh4vzFjBcYyN/NhZe4akQNS+U/Ik3lJJvDHaoAU9qAd+MQsBxN2CfHhnulACMDWZDHC90idmcqfoJfzhEo20MO5EmkCeeegLxbIAXtvffokKP+LjEAGyViECrp86+d3rgHrZqpcL1HCUe7IfaifemFzsmRnu88d0qJyVFA673/z3LK36axncLS8275VusqP6v5G3e5ljQWxfjzSp3pFH3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0d7651ed-7ba4-4a29-a39f-268af458007a","e6857fec-537e-4d29-ac01-0653827c9cd8","","","","","","AwsApiCall","","383178746571","","",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:36Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","C53AE736A291E8E3","ff06d59d-1270-4849-b3c3-5eebe2c4dafb","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:36Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","4E36B15C752078ED","67369b1a-cc50-4a49-a171-1ec9fa6c9c4e","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:36Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","2DF4FFB5DF46740D","8f0eaa9b-a66f-44d5-a99b-3719781067e5","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:34Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","7D30C79FC48081BF","95c7284b-5b5b-4806-8b5f-0f5642bb0cf0","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
